date cotation,semaine,marche,stade,code produit,Prix,unit,Origine,Certification,produit,Commentaire
07/01/2021,1,Legumes France DETAIL GMS,Detail,57229983,"1,84",la piece,France,Biologique,LaitUE pommeee-batavia-Feuille de chene, France Biologique
07/01/2021,1,Legumes France DETAIL GMS,Detail,57200766,"3,01",le kg,France,Biologique,OIGNON jaune, France Biologique
07/01/2021,1,Legumes France DETAIL GMS,Detail,57200460,"1,77",le kg,France,Non Biologique,OIGNON jaune, France filet 1kg
07/01/2021,1,Legumes France DETAIL GMS,Detail,57200758,"4,22",le kg,France,Biologique,POIREAU, France entier Biologique
07/01/2021,1,Legumes France DETAIL GMS,Detail,57200446,2,le kg,France,Non Biologique,POIREAU, France entier vrac
07/01/2021,1,Legumes France DETAIL GMS,Detail,57200445,"1,97",le kg,France,Non Biologique,POIREAU ,France entier botte 1kg
07/01/2021,1,Legumes France DETAIL GMS,Detail,57230044,"5,49",le kg,Hors France,Biologique,POIVRON, hors Fr. Biologique
07/01/2021,1,Legumes France DETAIL GMS,Detail,57230045,"2,24",le cdt 2,Hors France,Biologique,POIVRON, hors Fr. Biologique cdt 2
07/01/2021,1,Legumes France DETAIL GMS,Detail,57228401,"3,03",le kg,Hors France,Non Biologique,POIVRON, hors Fr. vrac
07/01/2021,1,Legumes France DETAIL GMS,Detail,57212837,"2,1",le kg,France,Biologique,POMME DE TERRE, France Biologique
07/01/2021,1,Legumes France DETAIL GMS,Detail,57229962,"0,37",le kg,France,Non Biologique,POMME DE TERRE, de conservation France lave sac 10kg
07/01/2021,1,Legumes France DETAIL GMS,Detail,57229963,"0,68",le kg,France,Non Biologique,POMME DE TERRE, de conservation France lave sac 5kg
07/01/2021,1,Legumes France DETAIL GMS,Detail,57226430,"1,47",le kg,France,Non Biologique,POMME DE TERRE, de conservation France vrac
07/01/2021,1,Legumes France DETAIL GMS,Detail,57210797,"1,07",le kg,France,Non Biologique,POMME DE TERRE four,", frites ou pure de conservation France filet 2,5kg"
07/01/2021,1,Legumes France DETAIL GMS,Detail,57210798,"1,16",le kg,France,Non Biologique,POMME DE TERRE vapeur ou rissole," de conservation France filet 2,5kg"
07/01/2021,1,Legumes France DETAIL GMS,Detail,57230047,"6,61",le kg,Hors France,Biologique,TOMATE cerise, hors Fr. Biologique
07/01/2021,1,Legumes France DETAIL GMS,Detail,57219119,"11,99",le kg,France,Non Biologique,TOMATE cerise ronde rouge, France barq.250g
07/01/2021,1,Legumes France DETAIL GMS,Detail,57219120,"4,71",le kg,Hors France,Non Biologique,TOMATE cerise ronde rouge, hors Fr. barq.250g
07/01/2021,1,Legumes France DETAIL GMS,Detail,57200769,"6,64",le kg,France,Non Biologique,TOMATE cocktail, France barq.500g
07/01/2021,1,Legumes France DETAIL GMS,Detail,57200472,"4,9",le kg,Hors France,Non Biologique,TOMATE cocktail, hors Fr. barq.500g
07/01/2021,1,Legumes France DETAIL GMS,Detail,57225509,"4,02",le kg,Hors France,Biologique,TOMATE ronde, ou ronde grappe hors Fr. Biologique
07/01/2021,1,Legumes France DETAIL GMS,Detail,57229114,"2,31",le kg,Espagne,Non Biologique,TOMATE ronde rouge, Espagne 57-67 ou 67-82mm vrac
07/01/2021,1,Legumes France DETAIL GMS,Detail,57228282,"1,64",le kg,Espagne,Non Biologique,TOMATE ronde rouge, Espagne filet 1kg
07/01/2021,1,Legumes France DETAIL GMS,Detail,57229106,"2,6",le kg,Espagne,Non Biologique,TOMATE ronde rouge, Espagne grappe vrac
07/01/2021,1,Legumes France DETAIL GMS,Detail,57228284,"3,47",le kg,France,Non Biologique,TOMATE ronde rouge, France grappe vrac
07/01/2021,1,Legumes France DETAIL GMS,Detail,57229039,"1,8",le kg,Maroc,Non Biologique,TOMATE ronde rouge, Maroc 57-67 ou 67-82mm vrac
07/01/2021,1,Legumes France DETAIL GMS,Detail,57229076,"2,95",le kg,Maroc,Non Biologique,TOMATE ronde rouge, Maroc 77-82 ou 82-102mm vrac
07/01/2021,1,Legumes France DETAIL GMS,Detail,57228285,"1,64",le kg,Maroc,Non Biologique,TOMATE ronde rouge, Maroc filet 1kg
14/01/2021,2,Legumes France DETAIL GMS,Detail,57225241,"3,01",le filet,France,Non Biologique,AIL blanc, sec France 50-70 ou 60-80mm filet 3 ttes
14/01/2021,2,Legumes France DETAIL GMS,Detail,57222308,"14,54",le kg,France,Biologique,AIL blanc sec, France Biologique
14/01/2021,2,Legumes France DETAIL GMS,Detail,57222233,"9,29",le kg,France,Non Biologique,AIL blanc sec, France vrac
14/01/2021,2,Legumes France DETAIL GMS,Detail,57222236,"8,83",le kg,Hors France,Non Biologique,AIL blanc sec, hors Fr. vrac
14/01/2021,2,Legumes France DETAIL GMS,Detail,57230039,"2,59",le cdt 2,Hors France,Biologique,AUBERGINE, violette hors Fr. Biologique cdt 2
14/01/2021,2,Legumes France DETAIL GMS,Detail,57230038,5,le kg,Hors France,Biologique,AUBERGINE violette, hors Fr. Biologique
14/01/2021,2,Legumes France DETAIL GMS,Detail,57228399,"4,87",le kg,Hors France,Non Biologique,AUBERGINE violette, hors Fr. vrac
14/01/2021,2,Legumes France DETAIL GMS,Detail,57230040,"1,64",la piece,Hors France,Biologique,AVOCAT, hors Fr. Biologique
14/01/2021,2,Legumes France DETAIL GMS,Detail,57229960,"0,8",la piece,Hors France,Non Biologique,AVOCAT, hors Fr. filet
14/01/2021,2,Legumes France DETAIL GMS,Detail,57229961,"1,37",la piece,Hors France,Non Biologique,AVOCAT, hors Fr. vrac
14/01/2021,2,Legumes France DETAIL GMS,Detail,57200422,"1,71",le kg,France,Non Biologique,CAROTTE, France lave barq.1kg
14/01/2021,2,Legumes France DETAIL GMS,Detail,57200423,"1,94",le kg,France,Biologique,CAROTTE, France lave Biologique
14/01/2021,2,Legumes France DETAIL GMS,Detail,57200424,"0,81",le kg,France,Non Biologique,CAROTTE, France lave sachet 2kg
14/01/2021,2,Legumes France DETAIL GMS,Detail,57200425,"1,53",le kg,France,Non Biologique,CAROTTE, France lave vrac
14/01/2021,2,Legumes France DETAIL GMS,Detail,57200499,"2,59",la piece,France,Non Biologique,CHICORE frise, France
14/01/2021,2,Legumes France DETAIL GMS,Detail,57200431,"2,86",la piece,France,Non Biologique,CHOU FLEUR, France
14/01/2021,2,Legumes France DETAIL GMS,Detail,57200430,"3,24",la piece,France,Biologique,CHOU FLEUR, France Biologique
14/01/2021,2,Legumes France DETAIL GMS,Detail,57200590,"1,35",la piece,France,Non Biologique,CONCOMBRE, France
14/01/2021,2,Legumes France DETAIL GMS,Detail,57200437,"1,34",la piece,Hors France,Non Biologique,CONCOMBRE, hors Fr.
14/01/2021,2,Legumes France DETAIL GMS,Detail,57200436,"1,52",la piece,Hors France,Biologique,CONCOMBRE, hors Fr. Biologique
14/01/2021,2,Legumes France DETAIL GMS,Detail,57230041,"2,7",la piece,France,Non Biologique,COURGE Potimarron, France
14/01/2021,2,Legumes France DETAIL GMS,Detail,57230042,"2,88",la piece,France,Biologique,COURGE Potimarron, France Biologique
14/01/2021,2,Legumes France DETAIL GMS,Detail,57230563,"3,21",le kg,France,Non Biologique,COURGE Potimarron, France entire
14/01/2021,2,Legumes France DETAIL GMS,Detail,57200441,"4,54",le kg,Hors France,Biologique,COURGETTE longue verte, hors Fr. Biologique
14/01/2021,2,Legumes France DETAIL GMS,Detail,57200442,"3,49",le kg,Hors France,Non Biologique,COURGETTE longue verte, hors Fr. filet 1kg
14/01/2021,2,Legumes France DETAIL GMS,Detail,57200443,"3,57",le kg,Hors France,Non Biologique,COURGETTE longue verte, hors Fr. vrac
14/01/2021,2,Legumes France DETAIL GMS,Detail,57200497,"2,41",le kg,France,Non Biologique,ENDIVE, France sachet 1kg
14/01/2021,2,Legumes France DETAIL GMS,Detail,57200498,"3,17",le kg,France,Non Biologique,ENDIVE, France vrac
14/01/2021,2,Legumes France DETAIL GMS,Detail,57222310,"1,03",la piece,France,Non Biologique,LaitUE Batavia, France
14/01/2021,2,Legumes France DETAIL GMS,Detail,57222311,"1,03",la piece,France,Non Biologique,LaitUE Feuille de chene, France
14/01/2021,2,Legumes France DETAIL GMS,Detail,57200504,"1,01",la piece,France,Non Biologique,LaitUE pommeee, France
14/01/2021,2,Legumes France DETAIL GMS,Detail,57229983,"1,77",la piece,France,Biologique,LaitUE pommeee-batavia-Feuille de chene, France Biologique
14/01/2021,2,Legumes France DETAIL GMS,Detail,57200766,"2,79",le kg,France,Biologique,OIGNON jaune, France Biologique
14/01/2021,2,Legumes France DETAIL GMS,Detail,57200460,"1,86",le kg,France,Non Biologique,OIGNON jaune, France filet 1kg
14/01/2021,2,Legumes France DETAIL GMS,Detail,57200758,"4,27",le kg,France,Biologique,POIREAU, France entier Biologique
14/01/2021,2,Legumes France DETAIL GMS,Detail,57200446,"2,41",le kg,France,Non Biologique,POIREAU, France entier vrac
14/01/2021,2,Legumes France DETAIL GMS,Detail,57200445,"2,18",le kg,France,Non Biologique,POIREAU ,France entier botte 1kg
14/01/2021,2,Legumes France DETAIL GMS,Detail,57230044,"5,52",le kg,Hors France,Biologique,POIVRON, hors Fr. Biologique
14/01/2021,2,Legumes France DETAIL GMS,Detail,57230045,"2,36",le cdt 2,Hors France,Biologique,POIVRON, hors Fr. Biologique cdt 2
14/01/2021,2,Legumes France DETAIL GMS,Detail,57228401,"3,25",le kg,Hors France,Non Biologique,POIVRON, hors Fr. vrac
14/01/2021,2,Legumes France DETAIL GMS,Detail,57212837,"1,94",le kg,France,Biologique,POMME DE TERRE, France Biologique
14/01/2021,2,Legumes France DETAIL GMS,Detail,57229962,"0,44",le kg,France,Non Biologique,POMME DE TERRE, de conservation France lave sac 10kg
14/01/2021,2,Legumes France DETAIL GMS,Detail,57229963,"0,73",le kg,France,Non Biologique,POMME DE TERRE, de conservation France lave sac 5kg
14/01/2021,2,Legumes France DETAIL GMS,Detail,57226430,"1,49",le kg,France,Non Biologique,POMME DE TERRE, de conservation France vrac
14/01/2021,2,Legumes France DETAIL GMS,Detail,57210797,"1,07",le kg,France,Non Biologique,POMME DE TERRE four,", frites ou pure de conservation France filet 2,5kg"
14/01/2021,2,Legumes France DETAIL GMS,Detail,57210798,"1,04",le kg,France,Non Biologique,POMME DE TERRE vapeur ou rissole," de conservation France filet 2,5kg"
14/01/2021,2,Legumes France DETAIL GMS,Detail,57230047,"6,69",le kg,Hors France,Biologique,TOMATE cerise, hors Fr. Biologique
14/01/2021,2,Legumes France DETAIL GMS,Detail,57219119,"11,53",le kg,France,Non Biologique,TOMATE cerise ronde rouge, France barq.250g
14/01/2021,2,Legumes France DETAIL GMS,Detail,57219120,"5,08",le kg,Hors France,Non Biologique,TOMATE cerise ronde rouge, hors Fr. barq.250g
14/01/2021,2,Legumes France DETAIL GMS,Detail,57200472,"4,92",le kg,Hors France,Non Biologique,TOMATE cocktail, hors Fr. barq.500g
14/01/2021,2,Legumes France DETAIL GMS,Detail,57225509,"4,28",le kg,Hors France,Biologique,TOMATE ronde, ou ronde grappe hors Fr. Biologique
14/01/2021,2,Legumes France DETAIL GMS,Detail,57229038,"4,42",le kg,Belgique,Non Biologique,TOMATE ronde rouge, Belgique 77-82 ou 82-102mm vrac
14/01/2021,2,Legumes France DETAIL GMS,Detail,57229114,"2,64",le kg,Espagne,Non Biologique,TOMATE ronde rouge, Espagne 57-67 ou 67-82mm vrac
14/01/2021,2,Legumes France DETAIL GMS,Detail,57228282,"1,75",le kg,Espagne,Non Biologique,TOMATE ronde rouge, Espagne filet 1kg
14/01/2021,2,Legumes France DETAIL GMS,Detail,57229106,"2,9",le kg,Espagne,Non Biologique,TOMATE ronde rouge, Espagne grappe vrac
14/01/2021,2,Legumes France DETAIL GMS,Detail,57228284,"3,52",le kg,France,Non Biologique,TOMATE ronde rouge, France grappe vrac
14/01/2021,2,Legumes France DETAIL GMS,Detail,57229039,"1,92",le kg,Maroc,Non Biologique,TOMATE ronde rouge, Maroc 57-67 ou 67-82mm vrac
14/01/2021,2,Legumes France DETAIL GMS,Detail,57229076,"2,99",le kg,Maroc,Non Biologique,TOMATE ronde rouge, Maroc 77-82 ou 82-102mm vrac
14/01/2021,2,Legumes France DETAIL GMS,Detail,57228285,"1,73",le kg,Maroc,Non Biologique,TOMATE ronde rouge, Maroc filet 1kg
21/01/2021,3,Legumes France DETAIL GMS,Detail,57225241,"3,05",le filet,France,Non Biologique,AIL blanc, sec France 50-70 ou 60-80mm filet 3 ttes
21/01/2021,3,Legumes France DETAIL GMS,Detail,57222308,"14,66",le kg,France,Biologique,AIL blanc sec, France Biologique
21/01/2021,3,Legumes France DETAIL GMS,Detail,57222233,"9,41",le kg,France,Non Biologique,AIL blanc sec, France vrac
21/01/2021,3,Legumes France DETAIL GMS,Detail,57222236,"8,9",le kg,Hors France,Non Biologique,AIL blanc sec, hors Fr. vrac
21/01/2021,3,Legumes France DETAIL GMS,Detail,57230039,"2,98",le cdt 2,Hors France,Biologique,AUBERGINE, violette hors Fr. Biologique cdt 2
21/01/2021,3,Legumes France DETAIL GMS,Detail,57230038,"5,79",le kg,Hors France,Biologique,AUBERGINE violette, hors Fr. Biologique
21/01/2021,3,Legumes France DETAIL GMS,Detail,57228399,"5,51",le kg,Hors France,Non Biologique,AUBERGINE violette, hors Fr. vrac
21/01/2021,3,Legumes France DETAIL GMS,Detail,57230040,"1,66",la piece,Hors France,Biologique,AVOCAT, hors Fr. Biologique
21/01/2021,3,Legumes France DETAIL GMS,Detail,57229960,"0,82",la piece,Hors France,Non Biologique,AVOCAT, hors Fr. filet
21/01/2021,3,Legumes France DETAIL GMS,Detail,57229961,"1,19",la piece,Hors France,Non Biologique,AVOCAT, hors Fr. vrac
21/01/2021,3,Legumes France DETAIL GMS,Detail,57200422,"1,78",le kg,France,Non Biologique,CAROTTE, France lave barq.1kg
21/01/2021,3,Legumes France DETAIL GMS,Detail,57200423,"1,88",le kg,France,Biologique,CAROTTE, France lave Biologique
21/01/2021,3,Legumes France DETAIL GMS,Detail,57200424,"0,85",le kg,France,Non Biologique,CAROTTE, France lave sachet 2kg
21/01/2021,3,Legumes France DETAIL GMS,Detail,57200425,"1,55",le kg,France,Non Biologique,CAROTTE, France lave vrac
21/01/2021,3,Legumes France DETAIL GMS,Detail,57200499,"2,65",la piece,France,Non Biologique,CHICORE frise, France
21/01/2021,3,Legumes France DETAIL GMS,Detail,57200782,"2,71",la piece,Hors France,Non Biologique,CHICORE frise, hors Fr.
21/01/2021,3,Legumes France DETAIL GMS,Detail,57200431,"2,98",la piece,France,Non Biologique,CHOU FLEUR, France
21/01/2021,3,Legumes France DETAIL GMS,Detail,57200430,"3,29",la piece,France,Biologique,CHOU FLEUR, France Biologique
21/01/2021,3,Legumes France DETAIL GMS,Detail,57200590,"1,52",la piece,France,Non Biologique,CONCOMBRE, France
21/01/2021,3,Legumes France DETAIL GMS,Detail,57200437,"1,5",la piece,Hors France,Non Biologique,CONCOMBRE, hors Fr.
21/01/2021,3,Legumes France DETAIL GMS,Detail,57200436,"1,75",la piece,Hors France,Biologique,CONCOMBRE, hors Fr. Biologique
21/01/2021,3,Legumes France DETAIL GMS,Detail,57230041,"2,88",la piece,France,Non Biologique,COURGE Potimarron, France
21/01/2021,3,Legumes France DETAIL GMS,Detail,57230042,"2,98",la piece,France,Biologique,COURGE Potimarron, France Biologique
21/01/2021,3,Legumes France DETAIL GMS,Detail,57230563,"3,28",le kg,France,Non Biologique,COURGE Potimarron, France entire
21/01/2021,3,Legumes France DETAIL GMS,Detail,57200441,"5,33",le kg,Hors France,Biologique,COURGETTE longue verte, hors Fr. Biologique
21/01/2021,3,Legumes France DETAIL GMS,Detail,57200442,"3,94",le kg,Hors France,Non Biologique,COURGETTE longue verte, hors Fr. filet 1kg
21/01/2021,3,Legumes France DETAIL GMS,Detail,57200443,"4,36",le kg,Hors France,Non Biologique,COURGETTE longue verte, hors Fr. vrac
21/01/2021,3,Legumes France DETAIL GMS,Detail,57200497,"2,63",le kg,France,Non Biologique,ENDIVE, France sachet 1kg
21/01/2021,3,Legumes France DETAIL GMS,Detail,57200498,"3,26",le kg,France,Non Biologique,ENDIVE, France vrac
21/01/2021,3,Legumes France DETAIL GMS,Detail,57222310,"1,05",la piece,France,Non Biologique,LaitUE Batavia, France
21/01/2021,3,Legumes France DETAIL GMS,Detail,57222311,"1,04",la piece,France,Non Biologique,LaitUE Feuille de chene, France
21/01/2021,3,Legumes France DETAIL GMS,Detail,57200504,"1,04",la piece,France,Non Biologique,LaitUE pommeee, France
21/01/2021,3,Legumes France DETAIL GMS,Detail,57229983,"1,63",la piece,France,Biologique,LaitUE pommeee-batavia-Feuille de chene, France Biologique
21/01/2021,3,Legumes France DETAIL GMS,Detail,57200766,"2,86",le kg,France,Biologique,OIGNON jaune, France Biologique
21/01/2021,3,Legumes France DETAIL GMS,Detail,57200460,"1,81",le kg,France,Non Biologique,OIGNON jaune, France filet 1kg
21/01/2021,3,Legumes France DETAIL GMS,Detail,57200758,"4,4",le kg,France,Biologique,POIREAU, France entier Biologique
21/01/2021,3,Legumes France DETAIL GMS,Detail,57200446,"2,23",le kg,France,Non Biologique,POIREAU, France entier vrac
21/01/2021,3,Legumes France DETAIL GMS,Detail,57200445,"2,08",le kg,France,Non Biologique,POIREAU ,France entier botte 1kg
21/01/2021,3,Legumes France DETAIL GMS,Detail,57230044,"5,88",le kg,Hors France,Biologique,POIVRON, hors Fr. Biologique
21/01/2021,3,Legumes France DETAIL GMS,Detail,57230045,"2,44",le cdt 2,Hors France,Biologique,POIVRON, hors Fr. Biologique cdt 2
21/01/2021,3,Legumes France DETAIL GMS,Detail,57228401,"3,28",le kg,Hors France,Non Biologique,POIVRON, hors Fr. vrac
21/01/2021,3,Legumes France DETAIL GMS,Detail,57212837,"1,87",le kg,France,Biologique,POMME DE TERRE, France Biologique
21/01/2021,3,Legumes France DETAIL GMS,Detail,57229962,"0,5",le kg,France,Non Biologique,POMME DE TERRE, de conservation France lave sac 10kg
21/01/2021,3,Legumes France DETAIL GMS,Detail,57229963,"0,63",le kg,France,Non Biologique,POMME DE TERRE, de conservation France lave sac 5kg
21/01/2021,3,Legumes France DETAIL GMS,Detail,57226430,"1,5",le kg,France,Non Biologique,POMME DE TERRE, de conservation France vrac
21/01/2021,3,Legumes France DETAIL GMS,Detail,57210797,"1,06",le kg,France,Non Biologique,POMME DE TERRE four,", frites ou pure de conservation France filet 2,5kg"
21/01/2021,3,Legumes France DETAIL GMS,Detail,57210798,"1,04",le kg,France,Non Biologique,POMME DE TERRE vapeur ou rissole," de conservation France filet 2,5kg"
21/01/2021,3,Legumes France DETAIL GMS,Detail,57230047,"6,83",le kg,Hors France,Biologique,TOMATE cerise, hors Fr. Biologique
21/01/2021,3,Legumes France DETAIL GMS,Detail,57219119,"12,83",le kg,France,Non Biologique,TOMATE cerise ronde rouge, France barq.250g
21/01/2021,3,Legumes France DETAIL GMS,Detail,57219120,"5,01",le kg,Hors France,Non Biologique,TOMATE cerise ronde rouge, hors Fr. barq.250g
21/01/2021,3,Legumes France DETAIL GMS,Detail,57200472,"5,25",le kg,Hors France,Non Biologique,TOMATE cocktail, hors Fr. barq.500g
21/01/2021,3,Legumes France DETAIL GMS,Detail,57225509,"4,7",le kg,Hors France,Biologique,TOMATE ronde, ou ronde grappe hors Fr. Biologique
21/01/2021,3,Legumes France DETAIL GMS,Detail,57229038,"4,96",le kg,Belgique,Non Biologique,TOMATE ronde rouge, Belgique 77-82 ou 82-102mm vrac
21/01/2021,3,Legumes France DETAIL GMS,Detail,57229114,"2,92",le kg,Espagne,Non Biologique,TOMATE ronde rouge, Espagne 57-67 ou 67-82mm vrac
21/01/2021,3,Legumes France DETAIL GMS,Detail,57229106,"3,14",le kg,Espagne,Non Biologique,TOMATE ronde rouge, Espagne grappe vrac
21/01/2021,3,Legumes France DETAIL GMS,Detail,57228284,"3,67",le kg,France,Non Biologique,TOMATE ronde rouge, France grappe vrac
21/01/2021,3,Legumes France DETAIL GMS,Detail,57229039,"2,19",le kg,Maroc,Non Biologique,TOMATE ronde rouge, Maroc 57-67 ou 67-82mm vrac
21/01/2021,3,Legumes France DETAIL GMS,Detail,57229076,"3,52",le kg,Maroc,Non Biologique,TOMATE ronde rouge, Maroc 77-82 ou 82-102mm vrac
21/01/2021,3,Legumes France DETAIL GMS,Detail,57228285,"1,9",le kg,Maroc,Non Biologique,TOMATE ronde rouge, Maroc filet 1kg
21/01/2021,3,Legumes France DETAIL GMS,Detail,57228512,"2,89",le kg,Pays-Bas,Non Biologique,TOMATE ronde rouge ,Pays-Bas grappe vrac
28/01/2021,4,Legumes France DETAIL GMS,Detail,57225241,"2,96",le filet,France,Non Biologique,AIL blanc, sec France 50-70 ou 60-80mm filet 3 ttes
28/01/2021,4,Legumes France DETAIL GMS,Detail,57222308,"14,42",le kg,France,Biologique,AIL blanc sec, France Biologique
28/01/2021,4,Legumes France DETAIL GMS,Detail,57222233,"9,37",le kg,France,Non Biologique,AIL blanc sec, France vrac
28/01/2021,4,Legumes France DETAIL GMS,Detail,57222236,"8,5",le kg,Hors France,Non Biologique,AIL blanc sec, hors Fr. vrac
28/01/2021,4,Legumes France DETAIL GMS,Detail,57230039,"3,34",le cdt 2,Hors France,Biologique,AUBERGINE, violette hors Fr. Biologique cdt 2
28/01/2021,4,Legumes France DETAIL GMS,Detail,57230038,"6,08",le kg,Hors France,Biologique,AUBERGINE violette, hors Fr. Biologique
28/01/2021,4,Legumes France DETAIL GMS,Detail,57228399,"5,32",le kg,Hors France,Non Biologique,AUBERGINE violette, hors Fr. vrac
28/01/2021,4,Legumes France DETAIL GMS,Detail,57230040,"1,65",la piece,Hors France,Biologique,AVOCAT, hors Fr. Biologique
28/01/2021,4,Legumes France DETAIL GMS,Detail,57229960,"0,83",la piece,Hors France,Non Biologique,AVOCAT, hors Fr. filet
28/01/2021,4,Legumes France DETAIL GMS,Detail,57229961,"1,4",la piece,Hors France,Non Biologique,AVOCAT, hors Fr. vrac
28/01/2021,4,Legumes France DETAIL GMS,Detail,57200422,"1,67",le kg,France,Non Biologique,CAROTTE, France lave barq.1kg
28/01/2021,4,Legumes France DETAIL GMS,Detail,57200423,"1,93",le kg,France,Biologique,CAROTTE, France lave Biologique
28/01/2021,4,Legumes France DETAIL GMS,Detail,57200424,"0,84",le kg,France,Non Biologique,CAROTTE, France lave sachet 2kg
28/01/2021,4,Legumes France DETAIL GMS,Detail,57200425,"1,5",le kg,France,Non Biologique,CAROTTE, France lave vrac
28/01/2021,4,Legumes France DETAIL GMS,Detail,57200499,"2,68",la piece,France,Non Biologique,CHICORE frise, France
28/01/2021,4,Legumes France DETAIL GMS,Detail,57200782,"2,77",la piece,Hors France,Non Biologique,CHICORE frise, hors Fr.
28/01/2021,4,Legumes France DETAIL GMS,Detail,57200431,"2,3",la piece,France,Non Biologique,CHOU FLEUR, France
28/01/2021,4,Legumes France DETAIL GMS,Detail,57200430,"3,13",la piece,France,Biologique,CHOU FLEUR, France Biologique
28/01/2021,4,Legumes France DETAIL GMS,Detail,57200590,"1,56",la piece,France,Non Biologique,CONCOMBRE, France
28/01/2021,4,Legumes France DETAIL GMS,Detail,57200437,"1,51",la piece,Hors France,Non Biologique,CONCOMBRE, hors Fr.
28/01/2021,4,Legumes France DETAIL GMS,Detail,57200436,"1,9",la piece,Hors France,Biologique,CONCOMBRE, hors Fr. Biologique
28/01/2021,4,Legumes France DETAIL GMS,Detail,57230041,"2,92",la piece,France,Non Biologique,COURGE Potimarron, France
28/01/2021,4,Legumes France DETAIL GMS,Detail,57230042,"3,12",la piece,France,Biologique,COURGE Potimarron, France Biologique
28/01/2021,4,Legumes France DETAIL GMS,Detail,57230563,"3,49",le kg,France,Non Biologique,COURGE Potimarron, France entire
28/01/2021,4,Legumes France DETAIL GMS,Detail,57200441,"5,55",le kg,Hors France,Biologique,COURGETTE longue verte, hors Fr. Biologique
28/01/2021,4,Legumes France DETAIL GMS,Detail,57200442,"3,43",le kg,Hors France,Non Biologique,COURGETTE longue verte, hors Fr. filet 1kg
28/01/2021,4,Legumes France DETAIL GMS,Detail,57200443,"3,75",le kg,Hors France,Non Biologique,COURGETTE longue verte, hors Fr. vrac
28/01/2021,4,Legumes France DETAIL GMS,Detail,57200497,"2,27",le kg,France,Non Biologique,ENDIVE, France sachet 1kg
28/01/2021,4,Legumes France DETAIL GMS,Detail,57200498,"3,14",le kg,France,Non Biologique,ENDIVE, France vrac
28/01/2021,4,Legumes France DETAIL GMS,Detail,57222310,"1,06",la piece,France,Non Biologique,LaitUE Batavia, France
28/01/2021,4,Legumes France DETAIL GMS,Detail,57222311,"1,06",la piece,France,Non Biologique,LaitUE Feuille de chene, France
28/01/2021,4,Legumes France DETAIL GMS,Detail,57200504,"1,07",la piece,France,Non Biologique,LaitUE pommeee, France
28/01/2021,4,Legumes France DETAIL GMS,Detail,57229983,"1,68",la piece,France,Biologique,LaitUE pommeee-batavia-Feuille de chene, France Biologique
28/01/2021,4,Legumes France DETAIL GMS,Detail,57200766,"2,9",le kg,France,Biologique,OIGNON jaune, France Biologique
28/01/2021,4,Legumes France DETAIL GMS,Detail,57200460,"1,83",le kg,France,Non Biologique,OIGNON jaune, France filet 1kg
28/01/2021,4,Legumes France DETAIL GMS,Detail,57200758,"4,32",le kg,France,Biologique,POIREAU, France entier Biologique
28/01/2021,4,Legumes France DETAIL GMS,Detail,57200446,"2,1",le kg,France,Non Biologique,POIREAU, France entier vrac
28/01/2021,4,Legumes France DETAIL GMS,Detail,57200445,"2,16",le kg,France,Non Biologique,POIREAU ,France entier botte 1kg
28/01/2021,4,Legumes France DETAIL GMS,Detail,57230044,"5,85",le kg,Hors France,Biologique,POIVRON, hors Fr. Biologique
28/01/2021,4,Legumes France DETAIL GMS,Detail,57230045,"2,43",le cdt 2,Hors France,Biologique,POIVRON, hors Fr. Biologique cdt 2
28/01/2021,4,Legumes France DETAIL GMS,Detail,57228401,"3,14",le kg,Hors France,Non Biologique,POIVRON, hors Fr. vrac
28/01/2021,4,Legumes France DETAIL GMS,Detail,57212837,"2,01",le kg,France,Biologique,POMME DE TERRE, France Biologique
28/01/2021,4,Legumes France DETAIL GMS,Detail,57229962,"0,49",le kg,France,Non Biologique,POMME DE TERRE, de conservation France lave sac 10kg
28/01/2021,4,Legumes France DETAIL GMS,Detail,57229963,"0,69",le kg,France,Non Biologique,POMME DE TERRE, de conservation France lave sac 5kg
28/01/2021,4,Legumes France DETAIL GMS,Detail,57226430,"1,51",le kg,France,Non Biologique,POMME DE TERRE, de conservation France vrac
28/01/2021,4,Legumes France DETAIL GMS,Detail,57210797,"1,07",le kg,France,Non Biologique,POMME DE TERRE four,", frites ou pure de conservation France filet 2,5kg"
28/01/2021,4,Legumes France DETAIL GMS,Detail,57210798,"1,09",le kg,France,Non Biologique,POMME DE TERRE vapeur ou rissole," de conservation France filet 2,5kg"
28/01/2021,4,Legumes France DETAIL GMS,Detail,57230047,"6,85",le kg,Hors France,Biologique,TOMATE cerise, hors Fr. Biologique
28/01/2021,4,Legumes France DETAIL GMS,Detail,57219119,"10,87",le kg,France,Non Biologique,TOMATE cerise ronde rouge, France barq.250g
28/01/2021,4,Legumes France DETAIL GMS,Detail,57219120,"4,63",le kg,Hors France,Non Biologique,TOMATE cerise ronde rouge, hors Fr. barq.250g
28/01/2021,4,Legumes France DETAIL GMS,Detail,57200472,"5,15",le kg,Hors France,Non Biologique,TOMATE cocktail, hors Fr. barq.500g
28/01/2021,4,Legumes France DETAIL GMS,Detail,57225509,"4,94",le kg,Hors France,Biologique,TOMATE ronde, ou ronde grappe hors Fr. Biologique
28/01/2021,4,Legumes France DETAIL GMS,Detail,57229038,5,le kg,Belgique,Non Biologique,TOMATE ronde rouge, Belgique 77-82 ou 82-102mm vrac
