date cotation,semaine,marche,stade,code produit,Prix,unit,Origine,Certification,produit,Commentaire
22/04/2021,16,Bio magasins specialises (DRIVE),Detail,57231056,"21,23",le kg,France,Biologique,FRAISE, standard France Biologique barq.250g
22/04/2021,16,Bio magasins specialises (DRIVE),Detail,57230742,"4,8",le kg,U.E.,Biologique,GRENADE, U.E. Biologique
22/04/2021,16,Bio magasins specialises (DRIVE),Detail,57230706,"5,4",le kg,France,Biologique,KIWI Hayward, France Biologique
22/04/2021,16,Bio magasins specialises (DRIVE),Detail,57230870,"0,57",la piece,France,Biologique,KIWI Hayward,KIWI Hayward France Biologique vendu la piece
22/04/2021,16,Bio magasins specialises (DRIVE),Detail,57230708,"5,11",le kg,U.E.,Biologique,KIWI Hayward, U.E. Biologique
22/04/2021,16,Bio magasins specialises (DRIVE),Detail,57230842,"1,49",le litre,France,Biologique,Lait bouteille UHT demi ecreme,Lait UHT Biologique demi crm France bouteille plastique
22/04/2021,16,Bio magasins specialises (DRIVE),Detail,57230843,"1,24",le litre,France,Biologique,Lait brique UHT demi ecreme,Lait UHT Biologique demi crm France brique
22/04/2021,16,Bio magasins specialises (DRIVE),Detail,57230825,"1,31",la piece,France,Biologique,LaitUE Batavia, France Biologique
22/04/2021,16,Bio magasins specialises (DRIVE),Detail,57230828,"1,36",la piece,France,Biologique,LaitUE Feuille de chene, France Biologique
22/04/2021,16,Bio magasins specialises (DRIVE),Detail,57230830,"1,38",la piece,France,Biologique,LaitUE pommee, France Biologique
22/04/2021,16,Bio magasins specialises (DRIVE),Detail,57230797,"18,45",le kg,France,Biologique,MACHE, France Biologique
22/04/2021,16,Bio magasins specialises (DRIVE),Detail,57230800,"3,4",le kg,France,Biologique,NAVET rond violet, France Biologique
22/04/2021,16,Bio magasins specialises (DRIVE),Detail,57230713,"8,73",le kg,France,Biologique,NOIX, France Biologique
22/04/2021,16,Bio magasins specialises (DRIVE),Detail,57230841,"2,38",la bote de 6,Inconnu,Biologique,OEUF, Biologique barq. de 6
22/04/2021,16,Bio magasins specialises (DRIVE),Detail,57230803,"3,19",le kg,France,Biologique,OIGNON jaune, France Biologique
22/04/2021,16,Bio magasins specialises (DRIVE),Detail,57230805,"4,29",le kg,France,Biologique,OIGNON rouge, France Biologique
22/04/2021,16,Bio magasins specialises (DRIVE),Detail,57230736,"2,32",le kg,U.E.,Biologique,ORANGE, U.E. Biologique
22/04/2021,16,Bio magasins specialises (DRIVE),Detail,57230807,"3,96",le kg,France,Biologique,PANAIS, France Biologique
22/04/2021,16,Bio magasins specialises (DRIVE),Detail,57230808,"4,83",le kg,France,Biologique,PATATE DOUCE, France Biologique
22/04/2021,16,Bio magasins specialises (DRIVE),Detail,57230792,"5,57",le kg,France,Biologique,PINARD, France feuille Biologique
22/04/2021,16,Bio magasins specialises (DRIVE),Detail,57230718,"4,25",le kg,France,Biologique,POIRE, toutes varietes France Biologique
22/04/2021,16,Bio magasins specialises (DRIVE),Detail,57231045,"4,42",le kg,U.E.,Biologique,POIRE, toutes varietes U.E. Biologique
22/04/2021,16,Bio magasins specialises (DRIVE),Detail,57230812,"4,25",le kg,France,Biologique,POIREAU, France Biologique
22/04/2021,16,Bio magasins specialises (DRIVE),Detail,57230814,"5,8",le kg,U.E.,Biologique,POIVRON, U.E. Biologique moyen
22/04/2021,16,Bio magasins specialises (DRIVE),Detail,57230737,"4,17",le kg,Corse,Biologique,POMELOS rose, Corse Biologique
22/04/2021,16,Bio magasins specialises (DRIVE),Detail,57230738,"3,33",le kg,U.E.,Biologique,POMELOS rose, U.E. Biologique
22/04/2021,16,Bio magasins specialises (DRIVE),Detail,57230720,"3,02",le kg,France,Biologique,POMME, autres varits France Biologique
22/04/2021,16,Bio magasins specialises (DRIVE),Detail,57230721,"3,25",le kg,France,Biologique,POMME Bicolore, France Biologique
22/04/2021,16,Bio magasins specialises (DRIVE),Detail,57230815,"2,24",le kg,France,Biologique,POMME DE TERRE, de conservation France Biologique
22/04/2021,16,Bio magasins specialises (DRIVE),Detail,57230725,"3,7",le kg,France,Biologique,POMME Golden, France Biologique
22/04/2021,16,Bio magasins specialises (DRIVE),Detail,57230817,"1,99",la botte,France,Biologique,RADIS demi-long, France Biologique
22/04/2021,16,Bio magasins specialises (DRIVE),Detail,57230818,"3,22",le kg,France,Biologique,RADIS noir, France Biologique
22/04/2021,16,Bio magasins specialises (DRIVE),Detail,57230819,"2,1",la botte,France,Biologique,RADIS rouge, France Biologique
22/04/2021,16,Bio magasins specialises (DRIVE),Detail,57230839,"5,1",le kg,U.E.,Biologique,TOMATE ronde.,TOMATE ronde U.E. grappe Biologique
22/04/2021,16,Bio magasins specialises (DRIVE),Detail,57230840,"3,87",le kg,France,Biologique,TOPINAMBOUR, France Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230748,"13,52",le kg,France,Biologique,AIL blanc sec, France Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230749,"10,12",le kg,U.E.,Biologique,AIL blanc sec, U.E. Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230699,"3,05",la piece,Inconnu,Biologique,ANANAS, Import Biologique vendu la piece
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57231018,"17,21",le kg,France,Biologique,ASPERGE blanche violette, France Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57231036,"21,45",le kg,France,Biologique,ASPERGE verte, France Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230754,"3,96",le kg,U.E.,Biologique,AUBERGINE longue-violette, U.E. Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230747,"1,78",la piece,U.E.,Biologique,AVOCAT Hass,AVOCAT Hass U.E. Biologique vendu la piece
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230701,"1,99",le kg,Inconnu,Biologique,BANANE, Import Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230755,"4,37",le kg,France,Biologique,BETTE, France Biologique vrac
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230756,"3,03",le kg,France,Biologique,BETTERAVE ROUGE ronde crue, France Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230758,"2,19",le kg,France,Biologique,CAROTTE, France lave Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230789,"7,7",le kg,France,Biologique,CHALOTE, France Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230763,"11,39",le kg,France,Biologique,CHAMPIGNON DE PARIS, France Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230767,"2,88",la piece,France,Biologique,CHOU blanc, France Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230769,"5,84",le kg,France,Biologique,CHOU Brocoli, France Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230779,"3,98",la piece,France,Biologique,CHOU FLEUR, France couronne Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230772,"2,87",la piece,France,Biologique,CHOU frise, France Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230732,"3,06",le kg,U.E.,Biologique,CITRON, U.E. Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230734,"3,16",le kg,U.E.,Biologique,CLEMENTINE, U.E. Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230761,"3,91",le kg,France,Biologique,CLERI-BRANCHE, France Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230762,"3,52",le kg,France,Biologique,CLERI-RAVE, France Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230783,"1,67",la piece,U.E.,Biologique,CONCOMBRE, U.E. Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230785,"3,04",le kg,France,Biologique,COURGE, France Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230787,"4,44",le kg,France,Biologique,COURGETTE verte, France Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230788,"3,88",le kg,U.E.,Biologique,COURGETTE verte, U.E. Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230790,"8,34",le kg,France,Biologique,ENDIVE, France Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230793,"4,64",le kg,France,Biologique,FENOUIL, France Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230794,"3,66",le kg,U.E.,Biologique,FENOUIL, U.E. Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57231056,"20,46",le kg,France,Biologique,FRAISE, standard France Biologique barq.250g
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230742,"4,8",le kg,U.E.,Biologique,GRENADE, U.E. Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230706,"5,4",le kg,France,Biologique,KIWI Hayward, France Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230870,"0,57",la piece,France,Biologique,KIWI Hayward,KIWI Hayward France Biologique vendu la piece
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230708,"5,07",le kg,U.E.,Biologique,KIWI Hayward, U.E. Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230842,"1,49",le litre,France,Biologique,Lait bouteille UHT demi ecreme,Lait UHT Biologique demi crm France bouteille plastique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230843,"1,2",le litre,France,Biologique,Lait brique UHT demi ecreme,Lait UHT Biologique demi crm France brique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230825,"1,3",la piece,France,Biologique,LaitUE Batavia, France Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230828,"1,35",la piece,France,Biologique,LaitUE Feuille de chene, France Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230830,"1,37",la piece,France,Biologique,LaitUE pommee, France Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230797,"18,53",le kg,France,Biologique,MACHE, France Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230800,"3,42",le kg,France,Biologique,NAVET rond violet, France Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230713,"8,73",le kg,France,Biologique,NOIX, France Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230841,"2,37",la bote de 6,Inconnu,Biologique,OEUF, Biologique barq. de 6
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230803,"3,14",le kg,France,Biologique,OIGNON jaune, France Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230805,"3,44",le kg,France,Biologique,OIGNON rouge, France Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230736,"2,36",le kg,U.E.,Biologique,ORANGE, U.E. Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230807,"3,99",le kg,France,Biologique,PANAIS, France Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230808,"4,89",le kg,France,Biologique,PATATE DOUCE, France Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230792,"6,11",le kg,France,Biologique,PINARD, France feuille Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230718,"4,31",le kg,France,Biologique,POIRE, toutes varietes France Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57231045,"4,43",le kg,U.E.,Biologique,POIRE, toutes varietes U.E. Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230812,"4,38",le kg,France,Biologique,POIREAU, France Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230814,"5,6",le kg,U.E.,Biologique,POIVRON, U.E. Biologique moyen
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230737,"4,17",le kg,Corse,Biologique,POMELOS rose, Corse Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230738,"3,51",le kg,U.E.,Biologique,POMELOS rose, U.E. Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230720,"3,07",le kg,France,Biologique,POMME, autres varits France Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230721,"3,3",le kg,France,Biologique,POMME Bicolore, France Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230815,"2,19",le kg,France,Biologique,POMME DE TERRE, de conservation France Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230725,"3,67",le kg,France,Biologique,POMME Golden, France Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230817,"1,99",la botte,France,Biologique,RADIS demi-long, France Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230818,"3,21",le kg,France,Biologique,RADIS noir, France Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230819,"2,1",la botte,France,Biologique,RADIS rouge, France Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230839,"5,33",le kg,U.E.,Biologique,TOMATE ronde.,TOMATE ronde U.E. grappe Biologique
29/04/2021,17,Bio magasins specialises (DRIVE),Detail,57230840,"3,87",le kg,France,Biologique,TOPINAMBOUR, France Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230748,"13,93",le kg,France,Biologique,AIL blanc sec, France Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230749,"10,11",le kg,U.E.,Biologique,AIL blanc sec, U.E. Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230699,3,la piece,Inconnu,Biologique,ANANAS, Import Biologique vendu la piece
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57231018,"16,95",le kg,France,Biologique,ASPERGE blanche violette, France Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57231036,"20,98",le kg,France,Biologique,ASPERGE verte, France Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230753,"5,45",le kg,France,Biologique,AUBERGINE longue-violette, France Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230754,"3,9",le kg,U.E.,Biologique,AUBERGINE longue-violette, U.E. Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230747,"1,69",la piece,U.E.,Biologique,AVOCAT Hass,AVOCAT Hass U.E. Biologique vendu la piece
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230701,"1,98",le kg,Inconnu,Biologique,BANANE, Import Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230755,"3,93",le kg,France,Biologique,BETTE, France Biologique vrac
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230756,"3,03",le kg,France,Biologique,BETTERAVE ROUGE ronde crue, France Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230758,"2,19",le kg,France,Biologique,CAROTTE, France lave Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230789,"7,73",le kg,France,Biologique,CHALOTE, France Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230763,"11,4",le kg,France,Biologique,CHAMPIGNON DE PARIS, France Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230767,"2,92",la piece,France,Biologique,CHOU blanc, France Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230769,"5,94",le kg,France,Biologique,CHOU Brocoli, France Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230779,"3,43",la piece,France,Biologique,CHOU FLEUR, France couronne Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230772,"2,96",la piece,France,Biologique,CHOU frise, France Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230732,"2,77",le kg,U.E.,Biologique,CITRON, U.E. Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230734,"3,16",le kg,U.E.,Biologique,CLEMENTINE, U.E. Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230761,"3,92",le kg,France,Biologique,CLERI-BRANCHE, France Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230762,"3,63",le kg,France,Biologique,CLERI-RAVE, France Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230780,"2,05",la piece,France,Biologique,CONCOMBRE, France Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230783,"1,76",la piece,U.E.,Biologique,CONCOMBRE, U.E. Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230785,"3,19",le kg,France,Biologique,COURGE, France Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230787,"4,64",le kg,France,Biologique,COURGETTE verte, France Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230788,"4,08",le kg,U.E.,Biologique,COURGETTE verte, U.E. Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230790,"8,56",le kg,France,Biologique,ENDIVE, France Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230793,"4,46",le kg,France,Biologique,FENOUIL, France Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230794,"3,25",le kg,U.E.,Biologique,FENOUIL, U.E. Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57231056,"21,13",le kg,France,Biologique,FRAISE, standard France Biologique barq.250g
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230706,"5,29",le kg,France,Biologique,KIWI Hayward, France Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230870,"0,59",la piece,France,Biologique,KIWI Hayward,KIWI Hayward France Biologique vendu la piece
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230708,"5,01",le kg,U.E.,Biologique,KIWI Hayward, U.E. Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230842,"1,48",le litre,France,Biologique,Lait bouteille UHT demi ecreme,Lait UHT Biologique demi crm France bouteille plastique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230843,"1,2",le litre,France,Biologique,Lait brique UHT demi ecreme,Lait UHT Biologique demi crm France brique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230825,"1,3",la piece,France,Biologique,LaitUE Batavia, France Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230828,"1,35",la piece,France,Biologique,LaitUE Feuille de chene, France Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230830,"1,36",la piece,France,Biologique,LaitUE pommee, France Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230797,"18,98",le kg,France,Biologique,MACHE, France Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230800,"3,44",le kg,France,Biologique,NAVET rond violet, France Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230713,"8,73",le kg,France,Biologique,NOIX, France Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230841,"2,51",la bote de 6,Inconnu,Biologique,OEUF, Biologique barq. de 6
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230803,"3,09",le kg,France,Biologique,OIGNON jaune, France Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230805,"4,27",le kg,France,Biologique,OIGNON rouge, France Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230736,"2,4",le kg,U.E.,Biologique,ORANGE, U.E. Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230807,"3,98",le kg,France,Biologique,PANAIS, France Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230808,"4,86",le kg,France,Biologique,PATATE DOUCE, France Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230792,"6,2",le kg,France,Biologique,PINARD, France feuille Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230718,"4,26",le kg,France,Biologique,POIRE, toutes varietes France Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57231045,"4,59",le kg,U.E.,Biologique,POIRE, toutes varietes U.E. Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230812,"4,48",le kg,France,Biologique,POIREAU, France Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230813,"6,56",le kg,France,Biologique,POIVRON, France Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230814,"5,53",le kg,U.E.,Biologique,POIVRON, U.E. Biologique moyen
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230737,"4,16",le kg,Corse,Biologique,POMELOS rose, Corse Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230738,"3,51",le kg,U.E.,Biologique,POMELOS rose, U.E. Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230720,"3,08",le kg,France,Biologique,POMME, autres varits France Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230721,"3,3",le kg,France,Biologique,POMME Bicolore, France Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230815,"2,21",le kg,France,Biologique,POMME DE TERRE, de conservation France Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230725,"3,72",le kg,France,Biologique,POMME Golden, France Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230817,"1,96",la botte,France,Biologique,RADIS demi-long, France Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230818,"3,2",le kg,France,Biologique,RADIS noir, France Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230819,"2,04",la botte,France,Biologique,RADIS rouge, France Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230839,"5,28",le kg,U.E.,Biologique,TOMATE ronde.,TOMATE ronde U.E. grappe Biologique
06/05/2021,18,Bio magasins specialises (DRIVE),Detail,57230840,"3,87",le kg,France,Biologique,TOPINAMBOUR, France Biologique
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230748,"14,17",le kg,France,Biologique,AIL blanc sec, France Biologique
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230749,"9,46",le kg,U.E.,Biologique,AIL blanc sec, U.E. Biologique
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230699,"3,02",la piece,Inconnu,Biologique,ANANAS, Import Biologique vendu la piece
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57231018,"16,63",le kg,France,Biologique,ASPERGE blanche violette, France Biologique
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57231036,"21,46",le kg,France,Biologique,ASPERGE verte, France Biologique
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230753,"5,44",le kg,France,Biologique,AUBERGINE longue-violette, France Biologique
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230754,"3,93",le kg,U.E.,Biologique,AUBERGINE longue-violette, U.E. Biologique
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230747,"1,7",la piece,U.E.,Biologique,AVOCAT Hass,AVOCAT Hass U.E. Biologique vendu la piece
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230701,"1,98",le kg,Inconnu,Biologique,BANANE, Import Biologique
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230755,"3,96",le kg,France,Biologique,BETTE, France Biologique vrac
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230756,"3,04",le kg,France,Biologique,BETTERAVE ROUGE ronde crue, France Biologique
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230758,"2,2",le kg,France,Biologique,CAROTTE, France lave Biologique
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230789,"8,23",le kg,France,Biologique,CHALOTE, France Biologique
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230763,"11,34",le kg,France,Biologique,CHAMPIGNON DE PARIS, France Biologique
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230767,"2,75",la piece,France,Biologique,CHOU blanc, France Biologique
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230769,"6,02",le kg,France,Biologique,CHOU Brocoli, France Biologique
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230779,"3,28",la piece,France,Biologique,CHOU FLEUR, France couronne Biologique
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230772,"3,01",la piece,France,Biologique,CHOU frise, France Biologique
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230732,"2,81",le kg,U.E.,Biologique,CITRON, U.E. Biologique
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230734,"2,98",le kg,U.E.,Biologique,CLEMENTINE, U.E. Biologique
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230761,"3,9",le kg,France,Biologique,CLERI-BRANCHE, France Biologique
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230762,"3,63",le kg,France,Biologique,CLERI-RAVE, France Biologique
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230780,"2,01",la piece,France,Biologique,CONCOMBRE, France Biologique
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230783,"1,81",la piece,U.E.,Biologique,CONCOMBRE, U.E. Biologique
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230785,"3,37",le kg,France,Biologique,COURGE, France Biologique
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230787,"4,86",le kg,France,Biologique,COURGETTE verte, France Biologique
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230788,"2,91",le kg,U.E.,Biologique,COURGETTE verte, U.E. Biologique
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230790,"8,43",le kg,France,Biologique,ENDIVE, France Biologique
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230793,"4,54",le kg,France,Biologique,FENOUIL, France Biologique
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230794,"2,69",le kg,U.E.,Biologique,FENOUIL, U.E. Biologique
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57231056,"21,01",le kg,France,Biologique,FRAISE, standard France Biologique barq.250g
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230706,"5,43",le kg,France,Biologique,KIWI Hayward, France Biologique
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230870,"0,59",la piece,France,Biologique,KIWI Hayward,KIWI Hayward France Biologique vendu la piece
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230708,"5,12",le kg,U.E.,Biologique,KIWI Hayward, U.E. Biologique
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230842,"1,5",le litre,France,Biologique,Lait bouteille UHT demi ecreme,Lait UHT Biologique demi crm France bouteille plastique
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230843,"1,23",le litre,France,Biologique,Lait brique UHT demi ecreme,Lait UHT Biologique demi crm France brique
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230825,"1,3",la piece,France,Biologique,LaitUE Batavia, France Biologique
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230828,"1,35",la piece,France,Biologique,LaitUE Feuille de chene, France Biologique
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230830,"1,37",la piece,France,Biologique,LaitUE pommee, France Biologique
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230797,"19,47",le kg,France,Biologique,MACHE, France Biologique
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230800,"3,48",le kg,France,Biologique,NAVET rond violet, France Biologique
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230713,"8,73",le kg,France,Biologique,NOIX, France Biologique
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230841,"2,35",la bote de 6,Inconnu,Biologique,OEUF, Biologique barq. de 6
13/05/2021,19,Bio magasins specialises (DRIVE),Detail,57230803,"3,13",le kg,France,Biologique,OIGNON jaune, France Biologique
